2024-06-03 10:32:34,779 INFO    StreamThr :30447 [internal.py:wandb_internal():87] W&B internal server running at pid: 30447, started at: 2024-06-03 10:32:34.777999
2024-06-03 10:32:35,318 INFO    SystemMonitor:30447 [interfaces.py:start():168] Started memory
2024-06-03 10:32:35,318 INFO    SystemMonitor:30447 [interfaces.py:start():168] Started network
2024-06-03 10:32:35,320 DEBUG   HandlerThread:30447 [system_info.py:probe():195] Probing system
2024-06-03 10:32:35,339 DEBUG   HandlerThread:30447 [system_info.py:_probe_git():180] Probing git
2024-06-03 10:32:35,390 DEBUG   HandlerThread:30447 [system_info.py:_probe_git():188] Probing git done
2024-06-03 10:32:35,390 DEBUG   HandlerThread:30447 [system_info.py:probe():241] Probing system done
2024-06-03 10:32:35,390 DEBUG   HandlerThread:30447 [system_monitor.py:probe():181] {'os': 'Linux-5.15.146.1-microsoft-standard-WSL2-x86_64-with-glibc2.31', 'python': '3.9.19', 'heartbeatAt': '2024-06-03T17:32:35.320458', 'startedAt': '2024-06-03T17:32:34.734292', 'docker': None, 'cuda': None, 'args': ('--trainval_artifact', 'trainval_data.csv:latest', '--val_size', '0.2', '--random_seed', '42', '--stratify_by', 'neighbourhood_group', '--rf_config', '/mnt/c/Users/sammu/Documents/WGU/D501MLDevOps/pythonProject/ProjectBuildanMLPipelineStarter/multirun/2024-06-03/10-32-30/0/rf_config.json', '--max_tfidf_features', '5', '--output_artifact', 'random_forest_export'), 'state': 'running', 'program': '/mnt/c/Users/sammu/Documents/WGU/D501MLDevOps/pythonProject/ProjectBuildanMLPipelineStarter/src/train_random_forest/run.py', 'codePath': 'src/train_random_forest/run.py', 'git': {'remote': 'https://github.com/samantha-hansen/Project-Build-an-ML-Pipeline-Starter.git', 'commit': '077621b0ed54d88e8c2f5ef3dea7b725c4ea7c98'}, 'email': None, 'root': '/mnt/c/Users/sammu/Documents/WGU/D501MLDevOps/pythonProject/ProjectBuildanMLPipelineStarter', 'host': 'SilverBullet', 'username': 'samhansen', 'executable': '/home/samhansen/miniconda3/envs/mlflow-da93339ed90e31f137db8dabdae14e69a71f1301/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2419.2010000000005, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2419.201, 'min': 0.0, 'max': 0.0}, {'current': 2419.201, 'min': 0.0, 'max': 0.0}, {'current': 2419.201, 'min': 0.0, 'max': 0.0}, {'current': 2419.201, 'min': 0.0, 'max': 0.0}, {'current': 2419.201, 'min': 0.0, 'max': 0.0}, {'current': 2419.201, 'min': 0.0, 'max': 0.0}, {'current': 2419.201, 'min': 0.0, 'max': 0.0}, {'current': 2419.201, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 16.349735260009766}, 'memory': {'total': 7.644603729248047}}
2024-06-03 10:32:35,390 INFO    HandlerThread:30447 [system_monitor.py:probe():182] Finished collecting system info
2024-06-03 10:32:35,390 INFO    HandlerThread:30447 [system_monitor.py:probe():185] Publishing system info
2024-06-03 10:32:35,391 DEBUG   HandlerThread:30447 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-06-03 10:32:35,393 DEBUG   HandlerThread:30447 [system_info.py:_save_pip():67] Saving pip packages done
2024-06-03 10:32:35,393 DEBUG   HandlerThread:30447 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-06-03 10:32:36,202 INFO    Thread-12 :30447 [dir_watcher.py:_on_file_created():275] file/dir created: /mnt/c/Users/sammu/Documents/WGU/D501MLDevOps/pythonProject/ProjectBuildanMLPipelineStarter/src/train_random_forest/wandb/run-20240603_103234-3ctxabrb/files/wandb-summary.json
2024-06-03 10:32:36,203 INFO    Thread-12 :30447 [dir_watcher.py:_on_file_created():275] file/dir created: /mnt/c/Users/sammu/Documents/WGU/D501MLDevOps/pythonProject/ProjectBuildanMLPipelineStarter/src/train_random_forest/wandb/run-20240603_103234-3ctxabrb/files/conda-environment.yaml
2024-06-03 10:32:36,204 INFO    Thread-12 :30447 [dir_watcher.py:_on_file_created():275] file/dir created: /mnt/c/Users/sammu/Documents/WGU/D501MLDevOps/pythonProject/ProjectBuildanMLPipelineStarter/src/train_random_forest/wandb/run-20240603_103234-3ctxabrb/files/requirements.txt
2024-06-03 10:32:36,578 DEBUG   HandlerThread:30447 [system_info.py:_save_conda():86] Saving conda packages done
2024-06-03 10:32:36,581 INFO    HandlerThread:30447 [system_monitor.py:probe():187] Finished publishing system info
2024-06-03 10:32:36,584 DEBUG   SenderThread:30447 [sender.py:send():334] send: files
2024-06-03 10:32:36,584 INFO    SenderThread:30447 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2024-06-03 10:32:36,594 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: stop_status
2024-06-03 10:32:36,595 DEBUG   SenderThread:30447 [sender.py:send_request():361] send_request: stop_status
2024-06-03 10:32:36,800 DEBUG   SenderThread:30447 [sender.py:send():334] send: telemetry
2024-06-03 10:32:36,801 DEBUG   SenderThread:30447 [sender.py:send():334] send: config
2024-06-03 10:32:36,802 DEBUG   SenderThread:30447 [sender.py:send():334] send: config
2024-06-03 10:32:37,021 DEBUG   SenderThread:30447 [sender.py:send():334] send: use_artifact
2024-06-03 10:32:37,209 INFO    Thread-15 :30447 [upload_job.py:push():143] Uploaded file /tmp/tmpu3hopxgawandb/0cv3em8x-wandb-metadata.json
2024-06-03 10:32:37,211 INFO    Thread-12 :30447 [dir_watcher.py:_on_file_modified():292] file/dir modified: /mnt/c/Users/sammu/Documents/WGU/D501MLDevOps/pythonProject/ProjectBuildanMLPipelineStarter/src/train_random_forest/wandb/run-20240603_103234-3ctxabrb/files/conda-environment.yaml
2024-06-03 10:32:37,212 INFO    Thread-12 :30447 [dir_watcher.py:_on_file_created():275] file/dir created: /mnt/c/Users/sammu/Documents/WGU/D501MLDevOps/pythonProject/ProjectBuildanMLPipelineStarter/src/train_random_forest/wandb/run-20240603_103234-3ctxabrb/files/wandb-metadata.json
2024-06-03 10:32:38,215 INFO    Thread-12 :30447 [dir_watcher.py:_on_file_created():275] file/dir created: /mnt/c/Users/sammu/Documents/WGU/D501MLDevOps/pythonProject/ProjectBuildanMLPipelineStarter/src/train_random_forest/wandb/run-20240603_103234-3ctxabrb/files/output.log
2024-06-03 10:32:40,220 INFO    Thread-12 :30447 [dir_watcher.py:_on_file_modified():292] file/dir modified: /mnt/c/Users/sammu/Documents/WGU/D501MLDevOps/pythonProject/ProjectBuildanMLPipelineStarter/src/train_random_forest/wandb/run-20240603_103234-3ctxabrb/files/output.log
2024-06-03 10:32:40,479 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:32:45,480 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:32:50,481 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:32:51,593 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:32:55,482 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:32:56,594 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:33:00,485 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:33:01,595 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:33:05,496 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:33:06,596 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:33:07,322 INFO    Thread-12 :30447 [dir_watcher.py:_on_file_modified():292] file/dir modified: /mnt/c/Users/sammu/Documents/WGU/D501MLDevOps/pythonProject/ProjectBuildanMLPipelineStarter/src/train_random_forest/wandb/run-20240603_103234-3ctxabrb/files/config.yaml
2024-06-03 10:33:11,320 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:33:11,597 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:33:16,321 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:33:16,599 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:33:21,322 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:33:21,600 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:33:26,323 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:33:26,601 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:33:31,324 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:33:31,602 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:33:35,319 DEBUG   SystemMonitor:30447 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2024-06-03 10:33:35,321 DEBUG   SenderThread:30447 [sender.py:send():334] send: stats
2024-06-03 10:33:36,602 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:33:37,323 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:33:41,607 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:33:42,324 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:33:46,608 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:33:47,325 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:33:51,609 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:33:52,326 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:33:56,609 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:33:57,327 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:34:01,610 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:34:02,328 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:34:05,322 DEBUG   SenderThread:30447 [sender.py:send():334] send: stats
2024-06-03 10:34:06,611 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:34:08,323 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:34:11,612 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:34:13,324 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:34:16,613 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:34:18,325 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:34:21,613 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:34:23,325 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:34:26,614 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:34:28,328 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:34:31,615 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:34:33,329 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:34:35,323 DEBUG   SenderThread:30447 [sender.py:send():334] send: stats
2024-06-03 10:34:36,616 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:34:39,324 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:34:41,620 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:34:44,325 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:34:46,621 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:34:49,326 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:34:51,624 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:34:54,327 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:34:56,624 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:34:59,328 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:35:01,626 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:35:04,344 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: status_report
2024-06-03 10:35:05,324 DEBUG   SenderThread:30447 [sender.py:send():334] send: stats
2024-06-03 10:35:06,626 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: keepalive
2024-06-03 10:35:07,794 INFO    Thread-12 :30447 [dir_watcher.py:_on_file_modified():292] file/dir modified: /mnt/c/Users/sammu/Documents/WGU/D501MLDevOps/pythonProject/ProjectBuildanMLPipelineStarter/src/train_random_forest/wandb/run-20240603_103234-3ctxabrb/files/output.log
2024-06-03 10:35:07,936 DEBUG   HandlerThread:30447 [handler.py:handle_request():144] handle_request: log_artifact
2024-06-03 10:35:07,937 DEBUG   SenderThread:30447 [sender.py:send_request():361] send_request: log_artifact
2024-06-03 10:35:09,042 INFO    Thread-22 :30447 [upload_job.py:push():101] Uploaded file /home/samhansen/.local/share/wandb/artifacts/staging/tmp0vuv9bxg
2024-06-03 10:35:09,044 INFO    Thread-17 :30447 [upload_job.py:push():101] Uploaded file /home/samhansen/.local/share/wandb/artifacts/staging/tmp8e05d8cn
2024-06-03 10:35:09,053 INFO    Thread-21 :30447 [upload_job.py:push():101] Uploaded file /home/samhansen/.local/share/wandb/artifacts/staging/tmpbwbg3lfr
2024-06-03 10:35:09,090 INFO    Thread-18 :30447 [upload_job.py:push():101] Uploaded file /home/samhansen/.local/share/wandb/artifacts/staging/tmpv7_pl0d4
2024-06-03 10:35:09,099 INFO    Thread-19 :30447 [upload_job.py:push():101] Uploaded file /home/samhansen/.local/share/wandb/artifacts/staging/tmpw72a_5ka
2024-06-03 10:35:09,350 INFO    MainThread:30447 [internal.py:handle_exit():77] Internal process exited
